"Indicador","Fuente","País","Año","Valor","Unidad"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2006","3418.441","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2006","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2006","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2006","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2006","","MW"
"Capacidad instalada por fuente","Otros","Perú","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2006","23","MW"
"Capacidad instalada por fuente","Total","Perú","2006","6658.1436","MW"
"Capacidad instalada por fuente","Hidro","Perú","2007","3233.5982","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2007","3770.219","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2007","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2007","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2007","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2007","","MW"
"Capacidad instalada por fuente","Otros","Perú","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2007","23","MW"
"Capacidad instalada por fuente","Total","Perú","2007","7027.5172","MW"
"Capacidad instalada por fuente","Hidro","Perú","2008","3242.026","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2008","3892.209","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2008","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2008","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2008","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2008","","MW"
"Capacidad instalada por fuente","Otros","Perú","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2008","23","MW"
"Capacidad instalada por fuente","Total","Perú","2008","7157.935","MW"
"Capacidad instalada por fuente","Hidro","Perú","2009","3277.464","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2009","4685.332","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2009","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2009","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2009","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2009","","MW"
"Capacidad instalada por fuente","Otros","Perú","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2009","23","MW"
"Capacidad instalada por fuente","Total","Perú","2009","7986.496","MW"
"Capacidad instalada por fuente","Hidro","Perú","2010","3437.602","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2010","5151.255","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2010","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2010","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2010","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2010","","MW"
"Capacidad instalada por fuente","Otros","Perú","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2010","23","MW"
"Capacidad instalada por fuente","Total","Perú","2010","8612.557","MW"
"Capacidad instalada por fuente","Hidro","Perú","2011","3450.953","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2011","5144.421","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2011","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2011","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2011","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2011","","MW"
"Capacidad instalada por fuente","Otros","Perú","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2011","95.25","MW"
"Capacidad instalada por fuente","Total","Perú","2011","8691.324","MW"
"Capacidad instalada por fuente","Hidro","Perú","2012","3483.974","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2012","5993.173","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2012","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2012","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2012","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2012","80","MW"
"Capacidad instalada por fuente","Otros","Perú","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2012","141.25","MW"
"Capacidad instalada por fuente","Total","Perú","2012","9699.097","MW"
"Capacidad instalada por fuente","Hidro","Perú","2013","3556.182","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2013","7272.587","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2013","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2013","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2013","0.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2013","80","MW"
"Capacidad instalada por fuente","Otros","Perú","2013","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2013","141.25","MW"
"Capacidad instalada por fuente","Total","Perú","2013","11050.719","MW"
"Capacidad instalada por fuente","Hidro","Perú","2014","3661.865","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2014","7160.804","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2014","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2014","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2014","142.7","MW"
"Capacidad instalada por fuente","Solar","Perú","2014","96","MW"
"Capacidad instalada por fuente","Otros","Perú","2014","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2014","141.25","MW"
"Capacidad instalada por fuente","Total","Perú","2014","11202.619","MW"
"Capacidad instalada por fuente","Hidro","Perú","2015","4151.843","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2015","7605.784","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2015","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2015","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2015","239.8","MW"
"Capacidad instalada por fuente","Solar","Perú","2015","96","MW"
"Capacidad instalada por fuente","Otros","Perú","2015","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2015","95.2","MW"
"Capacidad instalada por fuente","Total","Perú","2015","12188.627","MW"
"Capacidad instalada por fuente","Hidro","Perú","2016","5189.245","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2016","8842.32","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2016","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2016","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2016","239.95","MW"
"Capacidad instalada por fuente","Solar","Perú","2016","100","MW"
"Capacidad instalada por fuente","Otros","Perú","2016","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2016","146.2","MW"
"Capacidad instalada por fuente","Total","Perú","2016","14517.715","MW"
"Capacidad instalada por fuente","Hidro","Perú","2017","5245.93","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2017","8848.207","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2017","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2017","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2017","239.95","MW"
"Capacidad instalada por fuente","Solar","Perú","2017","244.484","MW"
"Capacidad instalada por fuente","Otros","Perú","2017","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2017","156.2","MW"
"Capacidad instalada por fuente","Total","Perú","2017","14734.771","MW"
"Capacidad instalada por fuente","Hidro","Perú","2018","5363.365","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2018","8965.887","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2018","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2018","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2018","372.25","MW"
"Capacidad instalada por fuente","Solar","Perú","2018","284.484","MW"
"Capacidad instalada por fuente","Otros","Perú","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2018","158.6","MW"
"Capacidad instalada por fuente","Total","Perú","2018","15144.586","MW"
"Capacidad instalada por fuente","Hidro","Perú","2019","5397.205","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2019","8884.041","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2019","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2019","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2019","372.25","MW"
"Capacidad instalada por fuente","Solar","Perú","2019","289.034","MW"
"Capacidad instalada por fuente","Otros","Perú","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2019","180.31","MW"
"Capacidad instalada por fuente","Total","Perú","2019","15122.84","MW"
"Capacidad instalada por fuente","Hidro","Perú","2020","5416.583","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2020","8889.653","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2020","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2020","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2020","408.99","MW"
"Capacidad instalada por fuente","Solar","Perú","2020","289.034","MW"
"Capacidad instalada por fuente","Otros","Perú","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2020","182.71","MW"
"Capacidad instalada por fuente","Total","Perú","2020","15186.97","MW"
"Capacidad instalada por fuente","Hidro","Perú","2021","5513.774","MW"
"Capacidad instalada por fuente","Térmica no renovable","Perú","2021","8956.7249999999","MW"
"Capacidad instalada por fuente","Nuclear","Perú","2021","","MW"
"Capacidad instalada por fuente","Geotermia","Perú","2021","","MW"
"Capacidad instalada por fuente","Eólica","Perú","2021","408.99","MW"
"Capacidad instalada por fuente","Solar","Perú","2021","286.51","MW"
"Capacidad instalada por fuente","Otros","Perú","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Perú","2021","174.31","MW"
"Capacidad instalada por fuente","Total","Perú","2021","15340.309","MW"
"Capacidad instalada por fuente","Hidro","República Dominicana","2000","402","MW"
"Capacidad instalada por fuente","Térmica no renovable","República Dominicana","2000","2134.89","MW"
"Capacidad instalada por fuente","Nuclear","República Dominicana","2000","","MW"
"Capacidad instalada por fuente","Geotermia","República Dominicana","2000","","MW"
"Capacidad instalada por fuente","Eólica","República Dominicana","2000","","MW"
"Capacidad instalada por fuente","Solar","República Dominicana","2000","","MW"
"Capacidad instalada por fuente","Otros","República Dominicana","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","República Dominicana","2000","","MW"
"Capacidad instalada por fuente","Total","República Dominicana","2000","2536.89","MW"
"Capacidad instalada por fuente","Hidro","República Dominicana","2001","412","MW"
"Capacidad instalada por fuente","Térmica no renovable","República Dominicana","2001","2483.35","MW"
"Capacidad instalada por fuente","Nuclear","República Dominicana","2001","","MW"
"Capacidad instalada por fuente","Geotermia","República Dominicana","2001","","MW"
"Capacidad instalada por fuente","Eólica","República Dominicana","2001","","MW"
"Capacidad instalada por fuente","Solar","República Dominicana","2001","","MW"
"Capacidad instalada por fuente","Otros","República Dominicana","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","República Dominicana","2001","","MW"
"Capacidad instalada por fuente","Total","República Dominicana","2001","2895.35","MW"
"Capacidad instalada por fuente","Hidro","República Dominicana","2002","464","MW"
"Capacidad instalada por fuente","Térmica no renovable","República Dominicana","2002","2460.65","MW"
"Capacidad instalada por fuente","Nuclear","República Dominicana","2002","","MW"
"Capacidad instalada por fuente","Geotermia","República Dominicana","2002","","MW"
"Capacidad instalada por fuente","Eólica","República Dominicana","2002","","MW"
"Capacidad instalada por fuente","Solar","República Dominicana","2002","","MW"
"Capacidad instalada por fuente","Otros","República Dominicana","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","República Dominicana","2002","","MW"
"Capacidad instalada por fuente","Total","República Dominicana","2002","2924.65","MW"
"Capacidad instalada por fuente","Hidro","República Dominicana","2003","464","MW"
"Capacidad instalada por fuente","Térmica no renovable","República Dominicana","2003","2884.93","MW"
"Capacidad instalada por fuente","Nuclear","República Dominicana","2003","","MW"
"Capacidad instalada por fuente","Geotermia","República Dominicana","2003","","MW"
"Capacidad instalada por fuente","Eólica","República Dominicana","2003","","MW"
"Capacidad instalada por fuente","Solar","República Dominicana","2003","","MW"
"Capacidad instalada por fuente","Otros","República Dominicana","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","República Dominicana","2003","","MW"
"Capacidad instalada por fuente","Total","República Dominicana","2003","3348.93","MW"
"Capacidad instalada por fuente","Hidro","República Dominicana","2004","464","MW"
"Capacidad instalada por fuente","Térmica no renovable","República Dominicana","2004","2781.43","MW"
"Capacidad instalada por fuente","Nuclear","República Dominicana","2004","","MW"
"Capacidad instalada por fuente","Geotermia","República Dominicana","2004","","MW"
"Capacidad instalada por fuente","Eólica","República Dominicana","2004","","MW"
"Capacidad instalada por fuente","Solar","República Dominicana","2004","","MW"
"Capacidad instalada por fuente","Otros","República Dominicana","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","República Dominicana","2004","","MW"
"Capacidad instalada por fuente","Total","República Dominicana","2004","3245.43","MW"
"Capacidad instalada por fuente","Hidro","República Dominicana","2005","464","MW"
"Capacidad instalada por fuente","Térmica no renovable","República Dominicana","2005","2693.33","MW"
"Capacidad instalada por fuente","Nuclear","República Dominicana","2005","","MW"
"Capacidad instalada por fuente","Geotermia","República Dominicana","2005","","MW"
"Capacidad instalada por fuente","Eólica","República Dominicana","2005","","MW"
"Capacidad instalada por fuente","Solar","República Dominicana","2005","","MW"
"Capacidad instalada por fuente","Otros","República Dominicana","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","República Dominicana","2005","","MW"
"Capacidad instalada por fuente","Total","República Dominicana","2005","3157.33","MW"
"Capacidad instalada por fuente","Hidro","República Dominicana","2006","469","MW"
"Capacidad instalada por fuente","Térmica no renovable","República Dominicana","2006","2695.43","MW"
"Capacidad instalada por fuente","Nuclear","República Dominicana","2006","","MW"
"Capacidad instalada por fuente","Geotermia","República Dominicana","2006","","MW"
"Capacidad instalada por fuente","Eólica","República Dominicana","2006","","MW"
"Capacidad instalada por fuente","Solar","República Dominicana","2006","","MW"
"Capacidad instalada por fuente","Otros","República Dominicana","2006","","MW"
